Country,Job_title,Rural,Quantity,Percentage
Ireland,Unemployed,urban,24,0.29%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,2,0.02%
Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,8,0.1%
Italy,Automatic Data Processing Planner,rural,2,0.02%
Italy,Automatic Data Processing Planner,urban,5,0.06%
Italy,Automatic Data Processing Planner (ADP Planner),rural,1,0.01%
Italy,Automatic Data Processing Planner (ADP Planner),urban,8,0.1%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,1,0.01%
Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,7,0.09%
Italy,Business Database Analyst,urban,1,0.01%
Italy,Clinical Data Abstractor,urban,1,0.01%
Italy,Clinical Data Analyst,rural,1,0.01%
Italy,Clinical Data Associate,urban,2,0.02%
Italy,Clinical Data Coordinator,urban,1,0.01%
Italy,Clinical Data Management Associate Director,urban,1,0.01%
Italy,Clinical Data Management Manager (CDM Manager),urban,3,0.04%
Italy,Clinical Data Specialist,urban,2,0.02%
Italy,Computer or Data Processing Systems Consultant,rural,2,0.02%
Italy,Computer or Data Processing Systems Consultant,urban,5,0.06%
Italy,Customer Data Technician,urban,1,0.01%
Italy,Data Acquisition Technician,urban,2,0.02%
Italy,Data Administrator,rural,3,0.04%
Italy,Data Administrator,urban,10,0.12%
Italy,Data Analysis Assistant,urban,1,0.01%
Italy,Data Analyst,urban,2,0.02%
Italy,Data Architect,rural,3,0.04%
Italy,Data Architect,urban,8,0.1%
Italy,Data Base Design Analyst,rural,1,0.01%
Italy,Data Base Design Analyst,urban,8,0.1%
Italy,Data Capture Clerk,rural,1,0.01%
Italy,Data Capture Clerk,urban,2,0.02%
Italy,Data Center Operator,rural,1,0.01%
Italy,Data Coder Operator,urban,5,0.06%
Italy,Data Collection Technician,urban,1,0.01%
Italy,Data Collector,urban,2,0.02%
Italy,Data Communications Analyst,rural,2,0.02%
Italy,Data Communications Analyst,urban,7,0.09%
Italy,Data Communications Software Consultant,urban,5,0.06%
Italy,Data Communications Technician,rural,1,0.01%
Italy,Data Compiler,rural,2,0.02%
Italy,Data Compiler,urban,1,0.01%
Italy,Data Control Assistant,urban,2,0.02%
Italy,Data Control Clerk Supervisor,urban,2,0.02%
Italy,Data Conversion Operator,urban,1,0.01%
Italy,Data Coordinator,rural,2,0.02%
Italy,Data Coordinator,urban,8,0.1%
Italy,Data Entry Associate,urban,1,0.01%
Italy,Data Entry Clerk,rural,1,0.01%
Italy,Data Entry Clerk,urban,2,0.02%
Italy,Data Entry Machine Operator,urban,1,0.01%
Italy,Data Entry Operator,rural,1,0.01%
Italy,Data Entry Representative,rural,3,0.04%
Italy,Data Entry Specialist,rural,1,0.01%
Italy,Data Entry Supervisor,rural,1,0.01%
Italy,Data Entry Supervisor,urban,2,0.02%
Italy,Data Examination Clerk,urban,1,0.01%
Italy,Data Input Clerk,urban,4,0.05%
Italy,Data Management Associate,rural,1,0.01%
Italy,Data Management Associate,urban,5,0.06%
Italy,Data Management Information Technology Specialist,rural,2,0.02%
Italy,Data Management Information Technology Specialist,urban,7,0.09%
Italy,Data Manager,urban,4,0.05%
Italy,Data Miner,rural,2,0.02%
Italy,Data Miner,urban,12,0.15%
Italy,Data Modeler,urban,1,0.01%
Italy,Data Modeling Specialist,rural,1,0.01%
Italy,Data Modeling Specialist,urban,12,0.15%
Italy,Data Officer,rural,5,0.06%
Italy,Data Officer,urban,10,0.12%
Italy,Data Operations Director,rural,1,0.01%
Italy,Data Operations Director,urban,3,0.04%
Italy,Data Processing Auditor,rural,4,0.05%
Italy,Data Processing Auditor,urban,9,0.11%
Italy,Data Processing Auxiliary Equipment Operator,urban,1,0.01%
Italy,Data Processing Consultant,rural,1,0.01%
Italy,Data Processing Consultant,urban,3,0.04%
Italy,Data Processing Control Clerk,urban,2,0.02%
Italy,Data Processing Manager,urban,5,0.06%
Italy,Data Processing Services Sales Representative,urban,1,0.01%
Italy,Data Processing Supervisor,rural,1,0.01%
Italy,Data Processing Systems Analyst,urban,9,0.11%
Italy,Data Processing Systems Project Planner,rural,1,0.01%
Italy,Data Processing Systems Project Planner,urban,9,0.11%
Italy,Data Processor,rural,1,0.01%
Italy,Data Processor,urban,2,0.02%
Italy,Data Reduction Technician,rural,1,0.01%
Italy,Data Sciences Director,rural,1,0.01%
Italy,Data Sciences Director,urban,1,0.01%
Italy,Data Scientist,rural,1,0.01%
Italy,Data Scientist,urban,11,0.13%
Italy,Data Security Administrator,urban,3,0.04%
Italy,Data Security Analyst,urban,6,0.07%
Italy,Data Specialist,rural,1,0.01%
Italy,Data Storage Specialist,rural,2,0.02%
Italy,Data Storage Specialist,urban,10,0.12%
Italy,Data Systems Manager,rural,1,0.01%
Italy,Data Systems Manager,urban,7,0.09%
Italy,Data Technician,urban,1,0.01%
Italy,Data Transcriber,rural,1,0.01%
Italy,Data Typist,urban,3,0.04%
Italy,Data Warehouse Analyst,rural,1,0.01%
Italy,Data Warehouse Analyst,urban,7,0.09%
Italy,Data Warehouse Architect,rural,4,0.05%
Italy,Data Warehouse Architect,urban,10,0.12%
Italy,Data Warehouse Developer,rural,2,0.02%
Italy,Data Warehouse Developer,urban,5,0.06%
Italy,Data Warehouse Specialist,rural,1,0.01%
Italy,Data Warehouse Specialist,urban,8,0.1%
Italy,Data Warehousing Engineer,rural,1,0.01%
Italy,Data Warehousing Engineer,urban,7,0.09%
Italy,Data Warehousing Manager,rural,5,0.06%
Italy,Data Warehousing Manager,urban,8,0.1%
Italy,Data Warehousing Specialist,rural,3,0.04%
Italy,Data Warehousing Specialist,urban,6,0.07%
Italy,Database Administration Associate,urban,6,0.07%
Italy,Database Administration Manager,rural,2,0.02%
Italy,Database Administration Manager,urban,10,0.12%
Italy,Database Administration Project Manager,rural,1,0.01%
Italy,Database Administrator (DBA),rural,1,0.01%
Italy,Database Analyst,urban,3,0.04%
Italy,Database Architect,rural,4,0.05%
Italy,Database Architect,urban,11,0.13%
Italy,Database Consultant,rural,4,0.05%
Italy,Database Consultant,urban,7,0.09%
Italy,Database Coordinator,rural,1,0.01%
Italy,Database Coordinator,urban,4,0.05%
Italy,Database Design Analyst,rural,2,0.02%
Italy,Database Design Analyst,urban,6,0.07%
Italy,Database Designer,rural,1,0.01%
Italy,Database Designer,urban,8,0.1%
Italy,Database Developer,urban,2,0.02%
Italy,Database Development Project Manager,rural,1,0.01%
Italy,Database Development Project Manager,urban,1,0.01%
Italy,Database Development and Administration Project Manager,rural,4,0.05%
Italy,Database Development and Administration Project Manager,urban,6,0.07%
Italy,Database Engineer,rural,1,0.01%
Italy,Database Engineer,urban,7,0.09%
Italy,Database Management System Specialist (DBMS Specialist),urban,10,0.12%
Italy,Database Manager,rural,5,0.06%
Italy,Database Manager,urban,3,0.04%
Italy,Database Marketing Analyst,urban,7,0.09%
Italy,Database Modeler,rural,2,0.02%
Italy,Database Modeler,urban,4,0.05%
Italy,Database Programmer,urban,2,0.02%
Italy,Database Security Administrator,rural,2,0.02%
Italy,Database Security Administrator,urban,9,0.11%
Italy,Database Security Expert,rural,1,0.01%
Italy,Database Security Expert,urban,8,0.1%
Italy,Database Software Technician,rural,3,0.04%
Italy,Database Software Technician,urban,8,0.1%
Italy,Database Specialist,urban,3,0.04%
Italy,Database Tester,rural,4,0.05%
Italy,Database Tester,urban,6,0.07%
Italy,Databases Computer Consultant,rural,1,0.01%
Italy,Databases Computer Consultant,urban,3,0.04%
Italy,Databases Software Consultant,rural,1,0.01%
Italy,Databases Software Consultant,urban,2,0.02%
Italy,Datastage Developer,urban,1,0.01%
Italy,Director of Data Operations,rural,2,0.02%
Italy,Director of Data Operations,urban,6,0.07%
Italy,Electronic Data Interchange System Developer (EDI System Developer),rural,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),urban,5,0.06%
Italy,Electronic Data Processing Auditor (EDP Auditor),rural,2,0.02%
Italy,Electronic Data Processing Auditor (EDP Auditor),urban,6,0.07%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,8,0.1%
Italy,Field Artillery Automated Tactical Data System Specialist,rural,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,urban,1,0.01%
Italy,Field Traffic Data Technician,urban,1,0.01%
Italy,Flight Data Technician,rural,1,0.01%
Italy,Flight Data Technician,urban,2,0.02%
Italy,Flight Test Data Acquisition Technician,rural,1,0.01%
Italy,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,5,0.06%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),rural,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),urban,5,0.06%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,2,0.02%
Italy,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,6,0.07%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,3,0.04%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,9,0.11%
Italy,Head of Information Systems and Data Processing,rural,1,0.01%
Italy,Head of Information Systems and Data Processing,urban,4,0.05%
Italy,Health Data Analyst,urban,3,0.04%
Italy,Internet Database Specialist,rural,2,0.02%
Italy,Internet Database Specialist,urban,9,0.11%
Italy,Marketing Database Analyst,rural,1,0.01%
Italy,Micro Computer Data Processor,urban,2,0.02%
Italy,Naval Tactical Data System--Combat Information Center Officer,urban,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",rural,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",urban,3,0.04%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General",urban,2,0.02%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",rural,1,0.01%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",urban,2,0.02%
Italy,Oracle Database Administrator (Oracle DBA),rural,2,0.02%
Italy,Oracle Database Administrator (Oracle DBA),urban,2,0.02%
Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,1,0.01%
Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),rural,1,0.01%
Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,1,0.01%
Italy,SQL Database Administrator,rural,1,0.01%
Italy,SQL Database Administrator,urban,8,0.1%
Italy,Scientific Database Curator,rural,1,0.01%
Italy,Scientific Database Curator,urban,2,0.02%
Italy,Survey Data Technician,urban,1,0.01%
Italy,Unemployed,rural,120,1.46%
Italy,Unemployed,urban,326,3.96%
Italy,Voice and Data Technician,urban,3,0.04%
Italy,Weight in Motion Field Data Collection Technician,rural,2,0.02%
Latvia,Clinical Data Manager,urban,1,0.01%
Latvia,Data Analyst,urban,1,0.01%
Latvia,Data Architect,urban,1,0.01%
Latvia,Data Base Design Analyst,urban,1,0.01%
Latvia,Data Communications Analyst,urban,1,0.01%
Latvia,Data Conversion Operator,urban,1,0.01%
Latvia,Data Coordinator,urban,1,0.01%
Latvia,Data Operations Director,urban,1,0.01%
Latvia,Data Processing Clerk,rural,1,0.01%
Latvia,Data Processing Manager,rural,1,0.01%
Latvia,Data Processing Systems Project Planner,rural,1,0.01%
Latvia,Data Systems Manager,urban,1,0.01%
Latvia,Data Warehouse Architect,urban,1,0.01%
Latvia,Data Warehousing Engineer,urban,2,0.02%
Latvia,Data Warehousing Manager,urban,1,0.01%
Latvia,Data Warehousing Specialist,urban,1,0.01%
Latvia,Database Administration Associate,urban,1,0.01%
Latvia,Database Design Analyst,rural,1,0.01%
Latvia,Databases Computer Consultant,urban,1,0.01%
Latvia,Director of Data Operations,rural,1,0.01%
Latvia,Head of Information Systems and Data Processing,rural,1,0.01%
Latvia,Unemployed,rural,4,0.05%
Latvia,Unemployed,urban,9,0.11%
Latvia,Weight in Motion Field Data Collection Technician,urban,1,0.01%
Lithuania,Automatic Data Processing Planner (ADP Planner),urban,2,0.02%
Lithuania,Clinical Data Management Associate Director,urban,1,0.01%
Lithuania,Data Communications Software Consultant,urban,2,0.02%
Lithuania,Data Entry Specialist,urban,1,0.01%
Lithuania,Data Operations Director,urban,1,0.01%
Lithuania,Data Processing Auditor,urban,1,0.01%
Lithuania,Data Processing Systems Project Planner,urban,1,0.01%
Lithuania,Data Security Administrator,urban,1,0.01%
Lithuania,Data Warehouse Architect,urban,1,0.01%
Lithuania,Data Warehouse Specialist,urban,1,0.01%
Lithuania,Database Administration Manager,urban,1,0.01%
Lithuania,Database Design Analyst,urban,1,0.01%
Lithuania,Database Designer,urban,1,0.01%
Lithuania,Database Management System Specialist (DBMS Specialist),urban,1,0.01%
Lithuania,Database Manager,urban,1,0.01%
Lithuania,Database Security Administrator,urban,1,0.01%
Lithuania,Database Specialist,urban,1,0.01%
Lithuania,Databases Software Consultant,urban,2,0.02%
Lithuania,Director of Data Operations,urban,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),urban,2,0.02%
Lithuania,Internet Database Specialist,urban,1,0.01%
Lithuania,Maintenance Data Analyst,urban,1,0.01%
Lithuania,Oracle Database Administrator (Oracle DBA),urban,1,0.01%
Lithuania,SQL Database Administrator,urban,1,0.01%
Lithuania,Unemployed,rural,7,0.09%
Lithuania,Unemployed,urban,14,0.17%
Lithuania,Voice and Data Technician,urban,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,2,0.02%
Luxembourg,Data Communications Software Consultant,rural,1,0.01%
Luxembourg,Data Conversion Operator,rural,1,0.01%
Luxembourg,Data Processing Auditor,urban,1,0.01%
Luxembourg,Data Storage Specialist,rural,1,0.01%
Luxembourg,Database Design Analyst,rural,1,0.01%
Luxembourg,Database Security Administrator,urban,1,0.01%
Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,1,0.01%
Luxembourg,Unemployed,rural,1,0.01%
Luxembourg,Unemployed,urban,1,0.01%
Malta,Data Scientist,rural,1,0.01%
Malta,Database Coordinator,rural,1,0.01%
Malta,Database Coordinator,urban,1,0.01%
Malta,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,1,0.01%
Malta,Internet Database Specialist,urban,1,0.01%
Malta,Unemployed,rural,2,0.02%
Malta,Unemployed,urban,1,0.01%
Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,1,0.01%
Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,1,0.01%
Netherlands,Automatic Data Processing Planner,urban,3,0.04%
Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,1,0.01%
Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,2,0.02%
Netherlands,Business Database Analyst,urban,1,0.01%
Netherlands,Clinical Data Associate,urban,1,0.01%
Netherlands,Clinical Data Manager,rural,1,0.01%
Netherlands,Computer or Data Processing Systems Consultant,urban,2,0.02%
Netherlands,Data Administrator,urban,3,0.04%
Netherlands,Data Analysis Assistant,rural,1,0.01%
Netherlands,Data Analyst,rural,1,0.01%
Netherlands,Data Center Operator,rural,1,0.01%
Netherlands,Data Center Operator,urban,1,0.01%
Netherlands,Data Collection Technician,urban,1,0.01%
Netherlands,Data Collector,rural,1,0.01%
Netherlands,Data Communications Analyst,urban,1,0.01%
Netherlands,Data Communications Software Consultant,urban,1,0.01%
Netherlands,Data Compiler,rural,1,0.01%
Netherlands,Data Control Assistant,rural,1,0.01%
Netherlands,Data Control Assistant,urban,1,0.01%
Netherlands,Data Control Clerk Supervisor,urban,2,0.02%
Netherlands,Data Coordinator,rural,1,0.01%
Netherlands,Data Entry Associate,urban,1,0.01%
Netherlands,Data Entry Supervisor,rural,1,0.01%
Netherlands,Data Examination Clerk,rural,1,0.01%
Netherlands,Data Management Associate,urban,4,0.05%
Netherlands,Data Management Information Technology Specialist,urban,2,0.02%
Netherlands,Data Manager,urban,1,0.01%
Netherlands,Data Miner,urban,2,0.02%
Netherlands,Data Modeling Specialist,urban,2,0.02%
Netherlands,Data Processing Auditor,rural,1,0.01%
Netherlands,Data Processing Consultant,urban,2,0.02%
Netherlands,Data Processing Control Clerk,urban,1,0.01%
Netherlands,Data Processing Equipment Repairer,rural,2,0.02%
Netherlands,Data Processing Equipment Repairer,urban,1,0.01%
Netherlands,Data Processing Manager,rural,3,0.04%
Netherlands,Data Processing Manager,urban,1,0.01%
Netherlands,Data Processing Mechanic,urban,1,0.01%
Netherlands,Data Processing Services Sales Representative,urban,1,0.01%
Netherlands,Data Processing Systems Analyst,rural,2,0.02%
Netherlands,Data Processing Systems Analyst,urban,4,0.05%
Netherlands,Data Sciences Director,urban,1,0.01%
Netherlands,Data Scientist,urban,3,0.04%
Netherlands,Data Security Administrator,rural,1,0.01%
Netherlands,Data Security Administrator,urban,1,0.01%
Netherlands,Data Security Analyst,rural,1,0.01%
Netherlands,Data Security Analyst,urban,3,0.04%
Netherlands,Data Systems Manager,urban,1,0.01%
Netherlands,Data Technician,rural,1,0.01%
Netherlands,Data Warehouse Analyst,rural,1,0.01%
Netherlands,Data Warehouse Analyst,urban,2,0.02%
Netherlands,Data Warehouse Specialist,urban,2,0.02%
Netherlands,Data Warehousing Engineer,rural,1,0.01%
Netherlands,Data Warehousing Engineer,urban,4,0.05%
Netherlands,Data Warehousing Manager,urban,2,0.02%
Netherlands,Database Administration Associate,rural,1,0.01%
Netherlands,Database Administration Associate,urban,2,0.02%
Netherlands,Database Administration Manager,urban,1,0.01%
Netherlands,Database Administration Project Manager,rural,1,0.01%
Netherlands,Database Analyst,rural,1,0.01%
Netherlands,Database Architect,rural,1,0.01%
Netherlands,Database Consultant,rural,1,0.01%
Netherlands,Database Consultant,urban,2,0.02%
Netherlands,Database Coordinator,urban,4,0.05%
Netherlands,Database Design Analyst,urban,1,0.01%
Netherlands,Database Designer,urban,3,0.04%
Netherlands,Database Development and Administration Project Manager,urban,1,0.01%
Netherlands,Database Management System Specialist (DBMS Specialist),urban,2,0.02%
Netherlands,Database Manager,urban,2,0.02%
Netherlands,Database Marketing Analyst,rural,3,0.04%
Netherlands,Database Marketing Analyst,urban,2,0.02%
Netherlands,Database Modeler,rural,2,0.02%
Netherlands,Database Modeler,urban,1,0.01%
Netherlands,Database Security Administrator,rural,1,0.01%
Netherlands,Database Security Expert,urban,2,0.02%
Netherlands,Database Software Technician,urban,3,0.04%
Netherlands,Database Specialist,urban,2,0.02%
Netherlands,Database Tester,rural,1,0.01%
Netherlands,Database Tester,urban,1,0.01%
Netherlands,Director of Data Operations,rural,1,0.01%
Netherlands,Director of Data Operations,urban,2,0.02%
Netherlands,Electronic Data Processing Auditor (EDP Auditor),rural,1,0.01%
Netherlands,Electronic Data Processing Auditor (EDP Auditor),urban,4,0.05%
Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)",rural,2,0.02%
Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,4,0.05%
Netherlands,Field Artillery Automated Tactical Data System Specialist,urban,2,0.02%
Netherlands,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,1,0.01%
Netherlands,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,1,0.01%
Netherlands,Geographic Information Systems Data Manager (GIS Data Manager),urban,1,0.01%
Netherlands,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,1,0.01%
Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,1,0.01%
Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,1,0.01%
Netherlands,Internet Database Specialist,rural,1,0.01%
Netherlands,Internet Database Specialist,urban,2,0.02%
Netherlands,LiDAR Data Analyst,urban,1,0.01%
Netherlands,Micro Computer Data Processor,urban,1,0.01%
Netherlands,Oracle Database Administrator (Oracle DBA),rural,3,0.04%
Netherlands,Reference Data Expert,urban,1,0.01%
Netherlands,SCADA Operator (Supervisory Control and Data Acquisition Operator),rural,1,0.01%
Netherlands,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,1,0.01%
Netherlands,SQL Database Administrator,urban,1,0.01%
Netherlands,Survey Data Technician,urban,1,0.01%
Netherlands,Unemployed,rural,55,0.67%
Netherlands,Unemployed,urban,112,1.36%
Netherlands,Weight in Motion Field Data Collection Technician,urban,1,0.01%
Poland,Analytical Data Miner,urban,3,0.04%
Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,3,0.04%
Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,11,0.13%
Poland,Automatic Data Processing Planner,rural,1,0.01%
Poland,Automatic Data Processing Planner,urban,5,0.06%
Poland,Automatic Data Processing Planner (ADP Planner),rural,3,0.04%
Poland,Automatic Data Processing Planner (ADP Planner),urban,3,0.04%
Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,9,0.11%
Poland,Clinical Data Abstractor,urban,2,0.02%
Poland,Clinical Data Analyst,urban,3,0.04%
Poland,Clinical Data Associate,rural,1,0.01%
Poland,Clinical Data Coordinator,urban,1,0.01%
Poland,Clinical Data Management Associate Director,rural,1,0.01%
Poland,Clinical Data Management Manager (CDM Manager),urban,2,0.02%
Poland,Clinical Data Specialist,urban,1,0.01%
Poland,Computer or Data Processing Systems Consultant,urban,6,0.07%
Poland,Customer Data Technician,urban,2,0.02%
Poland,Data Acquisition Technician,urban,2,0.02%
Poland,Data Administrator,urban,7,0.09%
Poland,Data Architect,rural,1,0.01%
Poland,Data Architect,urban,9,0.11%
Poland,Data Base Design Analyst,urban,3,0.04%
Poland,Data Capture Clerk,urban,2,0.02%
Poland,Data Capture Specialist,urban,3,0.04%
Poland,Data Center Operator,urban,1,0.01%
Poland,Data Coder Operator,urban,1,0.01%
Poland,Data Collection Technician,urban,3,0.04%
Poland,Data Collector,urban,1,0.01%
Poland,Data Communications Analyst,rural,3,0.04%
Poland,Data Communications Analyst,urban,10,0.12%
Poland,Data Communications Software Consultant,rural,1,0.01%
Poland,Data Communications Software Consultant,urban,5,0.06%
Poland,Data Communications Technician,rural,1,0.01%
Poland,Data Communications Technician,urban,1,0.01%
Poland,Data Compiler,rural,2,0.02%
Poland,Data Control Assistant,urban,1,0.01%
Poland,Data Coordinator,rural,3,0.04%
Poland,Data Coordinator,urban,5,0.06%
Poland,Data Entry Associate,rural,1,0.01%
Poland,Data Entry Operator,urban,1,0.01%
Poland,Data Entry Representative,urban,1,0.01%
Poland,Data Entry Specialist,rural,1,0.01%
Poland,Data Entry Supervisor,urban,1,0.01%
Poland,Data Entry Technician,rural,1,0.01%
Poland,Data Entry Technician,urban,1,0.01%
Poland,Data Examination Clerk,urban,1,0.01%
Poland,Data Input Clerk,urban,1,0.01%
Poland,Data Management Associate,urban,5,0.06%
Poland,Data Management Information Technology Specialist,rural,2,0.02%
Poland,Data Management Information Technology Specialist,urban,5,0.06%
Poland,Data Management Manager,urban,1,0.01%
Poland,Data Miner,urban,7,0.09%
Poland,Data Modeling Specialist,urban,5,0.06%
Poland,Data Officer,urban,7,0.09%
Poland,Data Operations Director,rural,1,0.01%
Poland,Data Operations Director,urban,3,0.04%
Poland,Data Processing Auditor,rural,2,0.02%
Poland,Data Processing Auditor,urban,5,0.06%
Poland,Data Processing Clerk,urban,1,0.01%
Poland,Data Processing Consultant,urban,5,0.06%
Poland,Data Processing Control Clerk,urban,1,0.01%
Poland,Data Processing Equipment Repairer,urban,1,0.01%
Poland,Data Processing Manager,urban,7,0.09%
Poland,Data Processing Supervisor,urban,1,0.01%
Poland,Data Processing Systems Analyst,rural,1,0.01%
Poland,Data Processing Systems Analyst,urban,4,0.05%
Poland,Data Processing Systems Project Planner,urban,3,0.04%
Poland,Data Recovery Planner,rural,1,0.01%
Poland,Data Reduction Technician,urban,1,0.01%
Poland,Data Reviewer,rural,1,0.01%
Poland,Data Sciences Director,urban,2,0.02%
Poland,Data Scientist,rural,1,0.01%
Poland,Data Scientist,urban,1,0.01%
Poland,Data Security Administrator,urban,8,0.1%
Poland,Data Security Analyst,rural,1,0.01%
Poland,Data Security Analyst,urban,8,0.1%
Poland,Data Specialist,urban,2,0.02%
Poland,Data Storage Specialist,rural,2,0.02%
Poland,Data Storage Specialist,urban,11,0.13%
Poland,Data Systems Manager,rural,1,0.01%
Poland,Data Systems Manager,urban,5,0.06%
Poland,Data Technician,urban,1,0.01%
Poland,Data Transcriber,urban,1,0.01%
Poland,Data Typist,urban,1,0.01%
Poland,Data Warehouse Analyst,rural,1,0.01%
Poland,Data Warehouse Analyst,urban,7,0.09%
Poland,Data Warehouse Architect,urban,4,0.05%
Poland,Data Warehouse Developer,rural,1,0.01%
Poland,Data Warehouse Developer,urban,10,0.12%
Poland,Data Warehouse Specialist,urban,9,0.11%
Poland,Data Warehousing Engineer,urban,3,0.04%
Poland,Data Warehousing Manager,urban,5,0.06%
Poland,Data Warehousing Specialist,rural,1,0.01%
Poland,Data Warehousing Specialist,urban,4,0.05%
Poland,Database Administration Associate,urban,4,0.05%
Poland,Database Administration Manager,urban,6,0.07%
Poland,Database Administration Project Manager,urban,1,0.01%
Poland,Database Administrator (DBA),rural,1,0.01%
Poland,Database Administrator (DBA),urban,1,0.01%
Poland,Database Analyst,urban,2,0.02%
Poland,Database Architect,rural,1,0.01%
Poland,Database Architect,urban,3,0.04%
Poland,Database Consultant,rural,2,0.02%
Poland,Database Consultant,urban,4,0.05%
Poland,Database Coordinator,rural,1,0.01%
Poland,Database Coordinator,urban,5,0.06%
Poland,Database Design Analyst,rural,1,0.01%
Poland,Database Design Analyst,urban,9,0.11%
Poland,Database Designer,rural,1,0.01%
Poland,Database Designer,urban,4,0.05%
Poland,Database Developer,urban,2,0.02%
Poland,Database Development and Administration Project Manager,rural,2,0.02%
Poland,Database Development and Administration Project Manager,urban,10,0.12%
Poland,Database Engineer,urban,5,0.06%
Poland,Database Management System Specialist (DBMS Specialist),urban,6,0.07%
Poland,Database Manager,rural,1,0.01%
Poland,Database Manager,urban,5,0.06%
Poland,Database Marketing Analyst,urban,5,0.06%
Poland,Database Modeler,rural,2,0.02%
Poland,Database Modeler,urban,2,0.02%
Poland,Database Programmer,urban,2,0.02%
Poland,Database Security Administrator,rural,1,0.01%
Poland,Database Security Administrator,urban,10,0.12%
Poland,Database Security Expert,urban,9,0.11%
Poland,Database Software Technician,rural,1,0.01%
Poland,Database Software Technician,urban,6,0.07%
Poland,Database Specialist,urban,5,0.06%
Poland,Database Technician,urban,1,0.01%
Poland,Database Tester,rural,2,0.02%
Poland,Database Tester,urban,4,0.05%
Poland,Databases Computer Consultant,rural,1,0.01%
Poland,Databases Computer Consultant,urban,3,0.04%
Poland,Databases Software Consultant,rural,2,0.02%
Poland,Databases Software Consultant,urban,3,0.04%
Poland,Datastage Developer,urban,2,0.02%
Poland,Director of Data Operations,rural,2,0.02%
Poland,Director of Data Operations,urban,9,0.11%
Poland,Electronic Data Interchange System Developer (EDI System Developer),urban,5,0.06%
Poland,Electronic Data Processing Auditor (EDP Auditor),rural,1,0.01%
Poland,Electronic Data Processing Auditor (EDP Auditor),urban,5,0.06%
Poland,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,2,0.02%
Poland,Field Artillery Automated Tactical Data System Specialist,rural,1,0.01%
Poland,Field Artillery Automated Tactical Data System Specialist,urban,1,0.01%
Poland,Field Traffic Data Technician,rural,1,0.01%
Poland,Flight Data Technician,rural,1,0.01%
Poland,Flight Data Technician,urban,2,0.02%
Poland,Flight Test Data Acquisition Technician,urban,2,0.02%
Poland,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,1,0.01%
Poland,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,4,0.05%
Poland,Geographic Information Systems Data Manager (GIS Data Manager),rural,3,0.04%
